Book_name,Author,Rating,Book_genre_p,Book_genre_s,Book_ID
"The Falconer's Knot: A Story of Friars, Flirtation and Foul Play",Mary Hoffman,3.61,Historical Fiction,Romance,36124
Battle Ground,Jim Butcher ,4.51,Fantasy,Magic,36125
The Summer Without Men,Siri Hustvedt,3.4,Fiction,Literary Fiction,36126
The Wheel of Time Companion,"Robert Jordan, Harriet McDougal, Alan Romanczuk, Maria Simons",4.15,Fantasy,Science Fiction Fantasy,36127
"Kill or be Killed, Vol. 1","Ed Brubaker, Sean Phillips (Artist, Letterer), Elizabeth Breitweiser (Colourist)",4.1,Comics,Fiction,36128
The Egg Man,Carlton Mellick III ,4.24,Bizarro Fiction,Science Fiction,36129
Connections in Death,J.D. Robb ,4.3,Mystery,Suspense,36130
Baby Yours,Kennedy Fox ,4.35,Romance,Audiobook,36131
Clockwork Girl,Athena Villaverde ,3.98,Bizarro Fiction,Science Fiction,36132
The Virtuoso,Grace Burrowes ,3.89,Historical Romance,Historical Fiction,36133
Straw Dogs: Thoughts on Humans and Other Animals,John N. Gray,3.95,Philosophy,Politics,36134
His Virgin Queen,MINK ,4.03,Romance,Contemporary,36135
Muddypaws,"Moira Butterfield , Simon Mendez ",3.8,Picture Books,NA,36136
Scooby-doo! and the Karate Caper,"James Gelsey, Duendes del Sur ",4.14,Mystery,NA,36137
Eisenhorn,Dan Abnett ,4.42,Science Fiction,Science Fiction Fantasy,36138
Florence Nightingale: The Making of an Icon,Mark Bostridge,3.81,Biography,Historical,36139
Everything is Illuminated & Extremely Loud and Incredibly Close,Jonathan Safran Foer ,4.23,Fiction,NA,36140
HIGHER CAUSE,"John Hunt, Susanne Clark , B.K. Marcus (Editor)",3,NA,NA,36141
Mistletoe and Murder,Robin Stevens ,4.42,Mystery,Historical,36142
Rush to Judgment: A Critique of the Warren Commission's Inquiry into the Murder of President,"Mark Lane, Brian Lane",4.04,History,Biography,36143
The Ultimates 2: Ultimate Collection,"Mark Millar , Bryan Hitch , Paul Neary (Inks), Steve Dillon ",4.11,Comics,Superheroes,36144
The Gift of Therapy: An Open Letter to a New Generation of Therapists and Their Patients,"Irvin D. Yalom, Nicola Ferguson (Designed by)",4.28,Psychology,Social Work,36145
The Worlds of a Maasai Warrior: An Autobiography,Tepilit Ole Saitoti,3.95,Africa,Memoir,36146
Will You Be My Friend?,James Kavanaugh,4.32,Poetry,NA,36147
Opening Skinner's Box: Great Psychological Experiments of the Twentieth Century,Lauren Slater,3.92,Psychology,School,36148
The Rossetti Letter,Christi Phillips,3.75,Historical Fiction,Historical,36149
D-Day: The Battle for Normandy,Antony Beevor,4.17,History,Military History,36150
A Book of Luminous Things: An International Anthology of Poetry,Czesław Miłosz (Editor),4.2,Poetry,Literature,36151
Moon Demon,Lynne Ewing,4,Young Adult,Supernatural,36152
Final Analysis,Lois Gould,3.38,NA,NA,36153
The Tower of Ravens,Kate Forsyth ,3.98,Fantasy,Fiction,36154
A Quality Of Light,Richard Wagamese,4.22,Canada,NA,36155
Littlejohn,Howard Owen ,3.94,Fiction,NA,36156
Martyr,Rory Clements,3.78,Historical Fiction,Crime,36157
Children Of The Shroud,Garfield Reeves-Stevens,3.84,Horror,NA,36158
Valencia,Michelle Tea,3.76,Queer,Feminism,36159
City of Souls,Vicki Pettersson ,3.93,Urban Fantasy,Paranormal Romance,36160
The Chestnut King,N.D. Wilson ,4.14,Fantasy,Childrens,36161
Killing Grounds,Dana Stabenow ,4.16,Mystery,Suspense,36162
Twice Upon a Marigold,Jean Ferris,3.8,Fantasy,Middle Grade,36163
A Whisper of Life,Gloria Cook,4.48,NA,NA,36164
When Wicked Craves,"J.K. Beck, J. Kenner ",4.07,Paranormal Romance,Demons,36165
The Great Brain Is Back,"John D. Fitzgerald, Diane deGroat ",4.21,Fiction,Humor,36166
Pops: A Life of Louis Armstrong,Terry Teachout,4.15,Music,History,36167
Lighted Windows,Emilie Loring,3.84,Romance,NA,36168
Hoof Beat,Bonnie Bryant,3.7,Horses,Fiction,36169
A Necklace of Water,Cate Tiernan,4,Young Adult,Magic,36170
Reckoning,Cate Tiernan,4.13,Young Adult,Magic,36171
Fairacre Affairs Omnibus: Village Centenary; Summer at Fairacre,"Miss Read, John S. Goodall ",4.54,NA,NA,36172
Wieland and Memoirs of Carwin the Biloquist,"Charles Brockden Brown, Jay Fliegelman (Editor)",3.41,Classics,School,36173
The Four Chambered Heart,Anaïs Nin,3.81,Fiction,Erotica,36174
For My Daughters,Barbara Delinsky ,3.93,Romance,Drama,36175
The Iron Sceptre,John White,3.96,Fantasy,Childrens,36176
Angels: God's Secret Agents,Billy Graham,4.15,Christian,Theology,36177
The Devil Unleashed,Ali Vali,4.38,Lesbian,Lesbian Fiction,36178
The Liberation of Gabriel King,K.L. Going ,3.95,Historical Fiction,Realistic Fiction,36179
The Explosionist,Jenny Davidson,3.48,Young Adult,Historical,36180
Psychedelics Encyclopedia,"Peter G. Stafford, Jeremy Bigwood",4.28,Science,Spirituality,36181
The Moon Riders,Theresa Tomlinson ,3.87,Fantasy,Romance,36182
Blood of the White Witch,Lacey Weatherford ,4.18,Paranormal,Magic,36183
The Sacred and the Profane: The Nature of Religion,"Mircea Eliade, Willard R. Trask ",4.1,Religion,Anthropology,36184
My Favorite Bride,Christina Dodd ,3.92,Historical Romance,Historical Fiction,36185
The Beach House,Sally John ,3.73,Christian Fiction,Inspirational,36186
Deadly Dreams,Sarah Dieng ,3.72,Paranormal,NA,36187
In Search of King Solomon's Mines,Tahir Shah ,3.79,Travel,Ethiopia,36188
Violation,Darian North,3.55,Thriller,NA,36189
A Cure for Dreams,Kaye Gibbons,3.81,Fiction,Adult Fiction,36190
Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,3.77,History,Philosophy,36191
Taltos,Steven Brust ,4.2,Fantasy,Epic Fantasy,36192
Love on the Line,Deeanne Gist ,4.04,Christian Fiction,Historical Romance,36193
The Quilter's Legacy,Jennifer Chiaverini ,4.11,Fiction,Mystery,36194
Pictures from an Institution,Randall Jarrell,3.57,Fiction,Literary Fiction,36195
Better Off Undead,D.D. Barant ,4.03,Urban Fantasy,Magic,36196
The Final Encyclopedia,Gordon R. Dickson,4.05,Science Fiction,Fantasy,36197
The Closers,Michael Connelly ,4.14,Mystery,Detective,36198
Cloud Nine,Luanne Rice ,3.97,Romance,Contemporary,36199
Vision of the Future,Timothy Zahn ,4.08,Star Wars,Space Opera,36200
Foul Play,"Steffie Hall, Janet Evanovich ",3.49,Romance,Contemporary Romance,36201
Days of Gold,Jude Deveraux,3.83,Romance,Historical Fiction,36202
Eternals,"Neil Gaiman , John Romita Jr. ",3.61,Comics,Fiction,36203
End of State,Neesa Hart,4.14,Christian Fiction,Religion,36204
Your Money or Your Life,"Vicki Robin, Joe Dominguez",4.07,Finance,Self Help,36205
A Dollar And A Dream,"Carl Weber , Angel M. Hunter, Dwayne S. Joseph, Angel Hunter, La Jill Hunter",3.98,Fiction,NA,36206
The Loneliness of the Long-Distance Runner,Alan Sillitoe,3.8,Fiction,Literature,36207
Dreadnought,Mark Walden ,4.28,Young Adult,Action,36208
Keeping Corner,Kashmira Sheth ,3.8,Historical Fiction,Historical,36209
The Story of the Other Wise Man,Henry Van Dyke,4.24,Christmas,Historical Fiction,36210
"Glimpses of Unfamiliar Japan, Vol.2",Lafcadio Hearn,4.05,Japan,NA,36211
Clifford's Blues,John A. Williams,4.02,Fiction,World War II,36212
Vanishing Girl,Shane Peacock,4,Mystery,Fiction,36213
Mind Fuck,Manna Francis ,3.95,M M Romance,Mystery,36214
"Daredevil, Volume 1","Mark Waid (Writer), Paolo Rivera , Greg Rucka, Marcos Martín , Muntsa Vicente , Emma Ríos , Kano , Joe Rivera , more…",4.16,Comics,Graphic Novels Comics,36215
James,Mark Tonra,4,Bande Dessinée,NA,36216
The Final Showdown,"Jude Watson , David Mattingly ",4.05,Star Wars,Childrens,36217
The Cage,Megan Shepherd ,3.64,Young Adult,Dystopia,36218
Past Promises,Jill Marie Landis ,3.63,Historical Romance,NA,36219
Cross Country,"James Patterson , Νίκος Σπυριδάκης ",3.86,Mystery,Suspense,36220
Summer's Storm,Denise Domning ,3.96,Historical Romance,Historical Fiction,36221
Wuthering Frights,H.P. Mallory ,4.18,Paranormal,Romance,36222
Kwame's Passage,"Jerry Sarkwah , Jerry Yaw ",3.82,NA,NA,36223
Princess Nevermore,Dian Curtis Regan ,3.69,Fantasy,Magic,36224
Red Grass River: A Legend,James Carlos Blake,4.13,Historical Fiction,NA,36225
A Survey Of Modern English,"Stephan Gramley, Michael Pátzold",3.75,NA,NA,36226
Morgan's Run,Colleen McCullough,3.96,Historical Fiction,Romance,36227
Valkyrie: The Vampire Princess 2,Pet Torres ,3.81,NA,NA,36228
Rickshaw Boy,"Lao She, Howard Goldblatt ",3.83,China,Asia,36229
Terrorism: Theirs & Ours,"Eqbal Ahmad, David Barsamian",4.15,Politics,Pakistan,36230
Classic Storybook: A Treasury of Tales,Walt Disney Company,4.31,Childrens,NA,36231
Jumanji,"Chris Van Allsburg (author, illustrator)",4.04,Picture Books,Adventure,36232
Jessica's Monster Nightmare,"Francine Pascal  (Creator), Molly Mia Stewart, Ying-Hwa Hu ",3.57,Childrens,NA,36233
The Courage of Sarah Noble,"Alice Dalgliesh, Leonard Weisgard ",3.87,Historical Fiction,Classics,36234
The Frog Princess,E.D. Baker ,3.83,Fantasy,Romance,36235
Heart of a Samurai,Margi Preus,3.92,Historical Fiction,Fiction,36236
The Mystery at the Moss-covered Mansion,"Carolyn Keene, Russell H. Tandy , Mildred Benson (Ghostwriter)",3.89,Mystery,Classics,36237
The Payback,Simon Kernick ,4.08,Crime,Mystery Thriller,36238
Cass Timberlane,Sinclair Lewis,3.58,Fiction,American,36239
The Go-Getter (a Story That Tells You How to Be One),Peter B. Kyne,4.16,Business,Nonfiction,36240
"Far from the Tree: Parents, Children, and the Search for Identity",Andrew Solomon,4.24,Nonfiction,Sociology,36241
A Cold Day in Paradise,Steve Hamilton ,3.78,Mystery,Mystery Thriller,36242
I Want to Eat My Food,"Darussalam, Shazia Nazlee",4.26,NA,NA,36243
Double Occupancy,Elaine Raco Chase ,3.55,Romance,Contemporary Romance,36244
Ravenous,Ray Garton ,3.77,Horror,Shapeshifters,36245
Souls in Exile,David Hair,3.58,Fantasy,NA,36246
The Last Legends of Earth,A.A. Attanasio ,4.15,Science Fiction,Science Fiction Fantasy,36247
Agents Under Fire,Dana Marton ,4.09,Romantic Suspense,Amazon,36248
Miss Daisy Is Crazy!,"Dan Gutman, Jim Paillot ",4.04,Humor,Realistic Fiction,36249
Unbeaten: The Story of my Brutal Childhood,Kim Woodburn,4.12,Nonfiction,Abuse,36250
Clapton: The Autobiography,Eric Clapton,3.83,Music,Memoir,36251
Black Notice,Patricia Cornwell ,3.88,Mystery,Mystery Thriller,36252
Can't Help Falling in Love,Bella Andre ,4.17,Romance,Fiction,36253
Minion,L.A. Banks,3.45,Vampires,Horror,36254
Reap the Wind,Karen Chance ,4.06,Urban Fantasy,Magic,36255
Bio Rescue,S.L. Viehl,3.7,Science Fiction,Medical,36256
Grandpa's Too-Good Garden,James Stevenson,4.45,Picture Books,NA,36257
The Chosen,"Alex Archer (pseudonym), Victor Milán",3.71,Fantasy,Paranormal,36258
Betrayed: Book Two - The Road to Redemption,Nicky Charles ,4.37,Paranormal Romance,Fantasy,36259
"Good Morning, Midnight",Reginald Hill,3.98,Mystery,Detective,36260
Love At Last,"Roger Rheinheimer , Crystal Linn ",4.39,NA,NA,36261
Unique,Alison Allen-Gray,3.54,Young Adult,NA,36262
What to Listen for in Music,"Aaron Copland, Alan Rich (Foreword and Epilogue), William Schuman ",3.94,Music,Classical Music,36263
The Fallen Kings,Cynthia Harrod-Eagles,4.33,Historical Fiction,NA,36264
The Killer Next Door,Alex Marwood,3.65,Mystery,Mystery Thriller,36265
Butch,Sam Crescent ,4.06,Romance,Dark,36266
Roots of the Western Tradition: A Short History of the Ancient World,C. Warren Hollister,3.69,History,NA,36267
"Jesus: Uncovering the Life, Teachings, and Relevance of a Religious Revolutionary",Marcus J. Borg,4.21,Religion,Nonfiction,36268
For the Earl's Pleasure,Anne Mallory,3.71,Historical Romance,Paranormal,36269
The Chase,Lynsay Sands ,4.05,Historical Romance,Medieval Romance,36270
Sixth Grave on the Edge,Darynda Jones ,4.35,Urban Fantasy,Paranormal Romance,36271
Tobacco-Stained Mountain Goat,Andrez Bergen ,3.88,Science Fiction,Australia,36272
As the Night Ends,Audrey Howard,4.1,Historical Romance,NA,36273
Art,Clive Bell,3.73,Art,Criticism,36274
The Little Lady Agency and the Prince,Hester Browne ,3.87,Chick Lit,Contemporary,36275
Manwich,Sedonia Guillone ,3.66,Menage,Erotic Romance,36276
The Last Pilot,Benjamin Johncock ,3.65,Fiction,Novels,36277
The Weight of Snow: New & Selected Poems,B.L. Bruce ,4.47,Poetry,NA,36278
The Course of True Love [and First Dates],Cassandra Clare ,4.33,Fantasy,Romance,36279
Avenged,Jacqui Rose ,4.23,Thriller,NA,36280
"Junjo Romantica, Volume 01",Shungiku Nakamura,4.35,Manga,M M Romance,36281
The Grave Tattoo,Val McDermid,3.66,Mystery,Mystery Thriller,36282
Our Happily Ever After,Lindsay Paige ,4.18,Romance,NA,36283
"Green Shadows, White Whale: A Novel of Ray Bradbury's Adventures Making Moby Dick with John Huston in Ireland",Ray Bradbury,3.81,Fiction,American,36284
"Naruto (3-in-1 Edition), Vol. 1: Includes Vols. 1, 2 & 3",Masashi Kishimoto,4.44,Manga,Fiction,36285
Event,David L. Golemon,3.89,Thriller,Action,36286
Avenger,Heather Burch ,4.13,Angels,Christian,36287
Awkward Moments (not found in your average) Children's Bible - Vol. 1,"Horus Gilgamesh , Agnes Tickheathen ",4.38,Religion,Graphic Novels,36288
Investigating the Hottie,Juli Alexander ,3.65,Young Adult,Espionage,36289
Untouchable,Scott O'Connor ,3.52,Fiction,Drama,36290
Thrust,Victoria Ashley ,4.01,Romance,Contemporary Romance,36291
Thicker Than Water,Mike Carey ,4.13,Urban Fantasy,Mystery,36292
On the Suffering of the World,"Arthur Schopenhauer, R.J. Hollingdale ",3.89,Philosophy,19th Century,36293
Caught Up in Her,Lauren Blakely ,3.82,Romance,Contemporary Romance,36294
"Skip Beat!, Vol. 01","Yoshiki Nakamura, Tomo Kimura  ",4.25,Manga,Young Adult,36295
The Fortune Hunter,Daisy Goodwin ,3.5,Historical Fiction,British Literature,36296
True Spirituality: How to Live for Jesus Moment by Moment,Francis A. Schaeffer,4.25,Christian,Spirituality,36297
Beauty and the Mustache,Penny Reid ,4.22,Romance,Humor,36298
The Mercy,Beverly Lewis,4.28,Amish,Christian,36299
Alec Forbes and His Friend Annie,"George MacDonald, Michael R. Phillips (Editor)",4.51,Fiction,NA,36300
Love Cake,Leah Lakshmi Piepzna-Samarasinha,4.36,Poetry,Disability,36301
Philippa Fisher and the Dream-Maker's Daughter,Liz Kessler,4.11,Fantasy,Fiction,36302
The Wind in the Willows,"Alan Bennett, Kenneth Grahame (Source Material)",3.82,Classics,British Literature,36303
Spells & Sleeping Bags,Sarah Mlynowski ,4.05,Young Adult,Fiction,36304
The Darkest Promise,Gena Showalter ,4.25,Paranormal Romance,Fantasy,36305
The Faeries' Oracle,"Brian Froud, Jessica Macbeth",4.45,Art,Fairies,36306
The Five Secrets You Must Discover Before You Die,John Izzo,4.05,Self Help,Personal Development,36307
Entranced,Jessica Sorensen ,3.99,Paranormal,Romance,36308
A Giant Problem,"Tony DiTerlizzi  (Author & Illustrator), Holly Black ",3.83,Fantasy,Adventure,36309
Casper the Commuting Cat: The True Story of the Cat who Rode the Bus and Stole our Hearts,"Susan Finden, Linda Watson-Brown",3.76,Nonfiction,Autobiography,36310
The Perilous Sea,Sherry Thomas ,4.14,Fantasy,Adventure,36311
All About the D,"Lex Martin , Leslie McAdam ",4.13,Romance,Humor,36312
"Crusade Against the Grail: The Struggle between the Cathars, the Templars, and the Church of Rome",Otto Rahn,3.66,History,Christianity,36313
Katie Loves the Kittens,John Himmelman,4.16,Picture Books,Storytime,36314
I Got This: To Gold and Beyond,Laurie Hernandez,4.04,Nonfiction,Middle Grade,36315
The Mischievous Mrs. Maxfield,Ninya Tippett ,4.31,Romance,Chick Lit,36316
Homer's Daughter,Robert Graves,3.79,Historical Fiction,Greece,36317
Misborn of the Snowy Reaches,L.E. Parr ,5,NA,NA,36318
Lionboy,Zizou Corder,3.83,Fantasy,Childrens,36319
Troubadour,Mary Hoffman,3.34,Young Adult,Romance,36320
Working for Bigfoot,"Jim Butcher , Vincent Chong ",4.27,Fantasy,Audiobook,36321
Ange Pitou (Volume 1),Alexandre Dumas,4.02,Historical Fiction,NA,36322
"Red Sonja, Vol. 2: The Art of Blood and Fire","Gail Simone, Walter Geovanni , Ivan Rodriguez , Jenny Frison ",4.06,Comics,Graphic Novels Comics,36323
Blackwing Beast,T.S. Joyce ,4.47,Paranormal,Fantasy,36324
Brooding YA Hero: Becoming a Main Character (Almost) as Awesome as Me,"Carrie Ann DiRisio , Linnea Gear ",3.62,Young Adult,Writing,36325
An Enchantment of Birds: Memories from a Birder's Life,Richard J. Cannings,4.15,Nonfiction,NA,36326
Waltz with a Stranger,Pamela Sherwood ,3.49,Romance,Regency,36327
The Mortal Storm,"Phyllis Bottome, Phyllis Lassner , Marilyn Hoder-Salmon ",4.26,Fiction,Literary Fiction,36328
Bronson,Shanna Handel ,4,Romance,NA,36329
As Old As Time,Liz Braswell ,3.88,Fantasy,Fiction,36330
The Summer My Life Began,Shannon Greenland ,3.74,Young Adult,Chick Lit,36331
I Was Hitler's Chauffeur : The Memoir of Erich Kempka,Erich Kempka,3.35,History,Memoir,36332
A Peterson Field Guide to Rocks and Minerals,"Frederick H. Pough, Jeffrey Scovil (Photographs), Roger Tory Peterson (Editor)",3.82,Science,Nonfiction,36333
The Lions of Lucerne,Brad Thor ,4.04,Thriller,Suspense,36334
A Touch of Darkness,Scarlett St. Clair ,4.01,Fantasy,Adult,36335
Assassin,"Douglas R. Casey, John F. Hunt ",4.71,Fiction,NA,36336
Jolly Foul Play,Robin Stevens ,4.41,Mystery,Crime,36337
The Ice Storm,Rick Moody,3.66,Fiction,Literary Fiction,36338
The Vagabond,"Colette, Enid McLeod , Judith Thurman ",3.97,Fiction,20th Century,36339
Hitler's Niece,Ron Hansen,3.26,Historical Fiction,Historical,36340
The Road to Lichfield,Penelope Lively,3.81,Fiction,English Literature,36341
The Shadow of Kilimanjaro: On Foot Across East Africa,Rick Ridgeway,3.76,Travel,Nature,36342
Maybe If I Loved You More,James Kavanaugh,4.24,Poetry,NA,36343
Palm-of-the-Hand Stories,"Yasunari Kawabata, Lane Dunlop , J. Martin Holman ",3.97,Short Stories,Literature,36344
Reason for Hope: A Spiritual Journey,"Jane Goodall, Phillip Berman",4.2,Nonfiction,Nature,36345
The Other Side of Me,Sidney Sheldon,3.72,Nonfiction,Thriller,36346
Undead and Unwelcome,MaryJanice Davidson ,3.77,Paranormal,Romance,36347
The Devlin Diary,Christi Phillips,3.86,Historical Fiction,British Literature,36348
Possession,"Lynne Ewing, Suza Scalora ",4.04,Young Adult,Supernatural,36349
Patrick O'Brian's Navy,"Richard O'Neill, David Miller, Christopher Chant, Clive Wilkinson, Hardlines Staff ",4.24,History,Historical,36350
When Dreams Tremble,Radclyffe,4.04,Lesbian,Lesbian Romance,36351
Cliquetionary: The Wit and Wisdom of the Clique,Lisi Harrison ,3.66,Young Adult,Contemporary,36352
The Essential Gwendolyn Brooks,Gwendolyn Brooks,4.34,Poetry,Feminism,36353
The Black Ice,Michael Connelly ,4.09,Mystery,Mystery Thriller,36354
Ship of Gold in the Deep Blue Sea,Gary Kinder,4.27,Nonfiction,Maritime,36355
Defect,Will Weaver ,3.56,Young Adult,Teen,36356
The Touch of Twilight,Vicki Pettersson ,3.86,Urban Fantasy,Romance,36357
The Hero Strikes Back,Moira J. Moore,3.76,Fantasy,High Fantasy,36358
The Singing Of The Dead,Dana Stabenow ,4.2,Mystery,Thriller,36359
Redeeming the Lost,Elizabeth Kerner,4.12,Fantasy,High Fantasy,36360
Betsy Was a Junior / Betsy and Joe,"Maud Hart Lovelace, Vera Neville ",4.55,Classics,Romance,36361
Polar Star,Martin Cruz Smith,4.01,Fiction,Crime,36362
Touch the Silence,Gloria Cook,4.07,Historical Fiction,NA,36363
When Pleasure Rules,"J.K. Beck, J. Kenner ",3.97,Paranormal Romance,Werewolves,36364
The Great Brain Does it Again,"John D. Fitzgerald, Mercer Mayer",4.25,Childrens,Historical,36365
Why the Dreyfus Affair Matters,Louis Begley,3.58,History,19th Century,36366
On Mexican Time: A New Life In San Miguel,Tony Cohan,3.71,Travel,Biography Memoir,36367
Full Circle,Cate Tiernan,4.19,Young Adult,Magic,36368
Holly's Story,Lurlene McDaniel ,4.11,Young Adult,Contemporary,36369
Castaway,Lucy Irvine,3.74,Travel,Adventure,36370
Pat the Bunny,Dorothy Kunhardt,4.06,Picture Books,Animals,36371
